fecha_prueba,Negativo,Positivo,IgM e IgG Positivo
2022-12-28,16151,2062,1589
2022-12-29,13166,1639,1178
2022-12-30,11085,1371,938
2022-12-31,6765,815,553
2023-01-01,5251,370,235
2023-01-02,14966,1360,1005
2023-01-03,15402,1308,740
2023-01-04,15102,1275,803
2023-01-05,13803,1175,685
2023-01-06,12645,984,611
2023-01-07,11088,767,530
2023-01-08,5696,382,195
2023-01-09,15436,1021,643
2023-01-10,14181,704,417
2023-01-11,13528,702,438
2023-01-12,12489,609,359
2023-01-13,11070,516,317
2023-01-14,8761,382,260
2023-01-15,4300,202,81
2023-01-16,13616,522,387
2023-01-17,11640,434,143
2023-01-18,9500,378,63
2023-01-19,9196,322,195
2023-01-20,9477,330,207
2023-01-21,8218,223,176
2023-01-22,5221,111,60
2023-01-23,12393,343,249
2023-01-24,11338,311,178
2023-01-25,10798,297,155
2023-01-26,10763,244,138
2023-01-27,10321,191,126
2023-01-28,7740,125,69
2023-01-29,4517,56,33
2023-01-30,11082,237,122
2023-01-31,11077,197,114
2023-02-01,11240,168,113
2023-02-02,10287,168,73
2023-02-03,8953,130,89
2023-02-04,7644,136,89
2023-02-05,4510,62,26
2023-02-06,11534,180,118
2023-02-07,11536,174,93
2023-02-08,10440,153,65
2023-02-09,10065,149,70
2023-02-10,9028,152,72
2023-02-11,7646,116,57
2023-02-12,3847,69,16
2023-02-13,11204,171,75
2023-02-14,10742,156,67
2023-02-15,10028,167,78
2023-02-16,11143,179,59
2023-02-17,10018,172,2
2023-02-18,7100,110,59
2023-02-19,3885,47,27
2023-02-20,11069,164,90
2023-02-21,11375,170,88
2023-02-22,10265,190,61
2023-02-23,9096,175,74
2023-02-24,8976,138,105
2023-02-25,6707,112,80
2023-02-26,5242,72,30
2023-02-27,11217,254,114
2023-02-28,9986,177,79
2023-03-01,9992,187,48
2023-03-02,8905,157,81
2023-03-03,9427,179,68
2023-03-04,5915,145,53
2023-03-05,3468,70,22
2023-03-06,9374,231,103
2023-03-07,8318,214,94
2023-03-08,7764,198,71
2023-03-09,7759,214,56
2023-03-10,7574,164,77
2023-03-11,5888,142,49
2023-03-12,3590,68,28
2023-03-13,8980,266,111
2023-03-14,8223,216,89
2023-03-15,7967,200,88
2023-03-16,7780,207,82
2023-03-17,7350,173,85
2023-03-18,6018,192,79
2023-03-19,3349,57,30
2023-03-20,9278,303,128
2023-03-21,8677,264,116
2023-03-22,8825,319,100
2023-03-23,8108,266,156
2023-03-24,7564,304,83
2023-03-25,6129,221,113
2023-03-26,3585,84,28
2023-03-27,9259,444,144
2023-03-28,8823,381,131
2023-03-29,8918,368,128
2023-03-30,8103,307,137
2023-03-31,7335,368,114
2023-04-01,4291,265,1
2023-04-02,3517,116,40
2023-04-03,8896,446,146
2023-04-04,8149,368,165
2023-04-05,7539,379,125
2023-04-06,3766,150,26
2023-04-07,3330,151,27
2023-04-08,6124,290,124
2023-04-09,3328,114,20
2023-04-10,9326,509,146
2023-04-11,8094,339,157
2023-04-12,8841,446,160
2023-04-13,8488,408,141
2023-04-14,8370,362,119
2023-04-15,6236,226,106
2023-04-16,3507,91,37
2023-04-17,9413,451,185
2023-04-18,8541,391,149
2023-04-19,8646,388,149
2023-04-20,8042,406,100
2023-04-21,7113,312,110
2023-04-22,6127,234,77
2023-04-23,3229,112,19
2023-04-24,8973,420,154
2023-04-25,7709,316,119
2023-04-26,7533,324,112
2023-04-27,6728,265,110
2023-04-28,6012,205,94
2023-04-29,5162,175,62
2023-04-30,2732,91,26
2023-05-01,3399,100,29
2023-05-02,7716,335,129
2023-05-03,6776,248,86
2023-05-04,6443,232,86
2023-05-05,5870,225,76
2023-05-06,4860,124,62
2023-05-07,2650,58,28
2023-05-08,6791,226,107
2023-05-09,6094,210,61
2023-05-10,6210,193,102
2023-05-11,5592,167,67
2023-05-12,5013,136,54
2023-05-13,4273,132,38
2023-05-14,2521,66,21
2023-05-15,6115,190,80
2023-05-16,6293,189,85
2023-05-17,6184,167,87
2023-05-18,5488,165,88
2023-05-19,4951,137,55
2023-05-20,2967,106,0
2023-05-21,2698,74,30
2023-05-22,6359,191,108
2023-05-23,5495,170,72
2023-05-24,5811,181,84
2023-05-25,5099,150,93
2023-05-26,5069,177,76
2023-05-27,3914,113,83
2023-05-28,2299,45,29
2023-05-29,5584,158,94
2023-05-30,5105,168,75
2023-05-31,5003,151,100
2023-06-01,4652,132,99
2023-06-02,4392,118,90
2023-06-03,3785,88,75
2023-06-04,2186,61,63
2023-06-05,5103,168,117
2023-06-06,4770,140,119
2023-06-07,4312,153,109
2023-06-08,4038,144,77
2023-06-09,4039,124,97
2023-06-10,3399,111,87
2023-06-11,2039,71,89
2023-06-12,4948,161,124
2023-06-13,4399,184,137
2023-06-14,4166,148,144
2023-06-15,3956,156,112
2023-06-16,3369,155,150
2023-06-17,2860,92,95
2023-06-18,1738,52,48
2023-06-19,4701,219,169
2023-06-20,4154,180,180
2023-06-21,4413,198,178
2023-06-22,4074,214,166
2023-06-23,3792,173,142
2023-06-24,2867,137,122
2023-06-25,1930,70,92
2023-06-26,4465,206,194
2023-06-27,4185,169,178
2023-06-28,3267,152,108
2023-06-29,1141,94,0
2023-06-30,3305,134,140
2023-07-01,2853,106,107
2023-07-02,1644,44,29
2023-07-03,3764,149,172
2023-07-04,3449,132,136
2023-07-05,3390,124,158
2023-07-06,3000,118,108
2023-07-07,3019,100,101
2023-07-08,2467,84,71
2023-07-09,1459,46,27
2023-07-10,3959,118,145
2023-07-11,3323,103,87
2023-07-12,3624,94,101
2023-07-13,3114,85,99
2023-07-14,2918,82,89
2023-07-15,2422,69,65
2023-07-16,1551,35,38
2023-07-17,3563,114,75
2023-07-18,2961,96,64
2023-07-19,3021,61,78
2023-07-20,3097,89,81
2023-07-21,2992,105,40
2023-07-22,2257,75,42
2023-07-23,1304,37,16
2023-07-24,3264,84,57
2023-07-25,2964,75,47
2023-07-26,2857,58,55
2023-07-27,2211,63,25
2023-07-28,1120,20,11
2023-07-29,1312,17,14
2023-07-30,1304,24,21
2023-07-31,3060,93,53
2023-08-01,3943,64,32
2023-08-02,2698,44,31
2023-08-03,2608,44,31
2023-08-04,2291,26,34
2023-08-05,2028,29,30
2023-08-06,1103,18,7
2023-08-07,2968,54,40
2023-08-08,2747,41,28
2023-08-09,2658,53,30
2023-08-10,2699,52,29
2023-08-11,2530,53,33
2023-08-12,1940,36,30
2023-08-13,1409,23,8
2023-08-14,2963,66,37
2023-08-15,2345,37,34
2023-08-16,2800,49,64
2023-08-17,2492,71,42
2023-08-18,2455,81,31
2023-08-19,2018,61,16
2023-08-20,1137,36,20
2023-08-21,3121,113,48
2023-08-22,2762,76,39
2023-08-23,2999,95,41
2023-08-24,2744,66,52
2023-08-25,2356,61,36
2023-08-26,2019,36,24
2023-08-27,1092,28,13
2023-08-28,3055,114,35
2023-08-29,2428,62,20
2023-08-30,1219,31,16
2023-08-31,2547,92,36
2023-09-01,2555,81,28
2023-09-02,2089,70,30
2023-09-03,1271,39,7
2023-09-04,3255,149,51
2023-09-05,3071,108,57
2023-09-06,3230,157,48
2023-09-07,2905,155,44
2023-09-08,2434,98,26
2023-09-09,2079,67,32
2023-09-10,1378,48,14
2023-09-11,3292,142,53
2023-09-12,2805,119,37
2023-09-13,3115,98,34
2023-09-14,2534,76,49
2023-09-15,2352,71,32
2023-09-16,1391,59,0
2023-09-17,1143,25,19
2023-09-18,2869,124,40
2023-09-19,2976,93,56
2023-09-20,2723,98,36
2023-09-21,2926,81,41
2023-09-22,2415,118,46
2023-09-23,1531,59,1
2023-09-24,1115,23,8
2023-09-25,2811,162,45
2023-09-26,2900,90,43
2023-09-27,2524,127,44
2023-09-28,2283,68,40
2023-09-29,1091,20,18
2023-09-30,657,21,0
2023-10-01,774,3,11
2023-10-02,1458,47,39
2023-10-03,1545,37,44
2023-10-04,1531,36,50
2023-10-05,1687,43,41
2023-10-06,1429,33,27
2023-10-07,1104,28,22
2023-10-08,793,12,13
2023-10-09,1675,46,41
2023-10-10,1526,38,44
2023-10-11,1583,37,41
2023-10-12,1613,33,36
2023-10-13,1384,37,23
2023-10-14,1326,36,18
2023-10-15,773,8,20
2023-10-16,1818,51,58
2023-10-17,1963,19,42
2023-10-18,1727,29,41
2023-10-19,1749,35,41
2023-10-20,1341,32,18
2023-10-21,673,20,0
2023-10-22,864,21,13
2023-10-23,2198,72,30
2023-10-24,1780,43,40
2023-10-25,1862,35,47
2023-10-26,1570,31,37
2023-10-27,1364,43,32
2023-10-28,661,22,0
2023-10-29,683,21,13
2023-10-30,1657,62,47
2023-10-31,1447,36,36
2023-11-01,588,13,16
2023-11-02,1668,57,64
2023-11-03,1115,51,37
2023-11-04,693,35,0
2023-11-05,701,15,16
2023-11-06,1883,81,75
2023-11-07,2033,58,91
2023-11-08,2014,81,68
2023-11-09,1670,67,76
2023-11-10,1703,57,63
2023-11-11,1442,52,50
2023-11-12,739,22,23
2023-11-13,2096,111,102
2023-11-14,1914,82,115
2023-11-15,1863,76,68
2023-11-16,2073,69,100
2023-11-17,2009,81,98
2023-11-18,1453,86,63
2023-11-19,832,24,28
2023-11-20,2054,88,124
2023-11-21,2226,92,139
2023-11-22,2344,78,124
2023-11-23,2118,80,108
2023-11-24,1794,85,108
2023-11-25,1396,46,62
2023-11-26,947,18,32
2023-11-27,1953,95,174
2023-11-28,2561,83,144
2023-11-29,2718,88,115
2023-11-30,3080,67,141
2023-12-01,1449,60,110
2023-12-02,768,41,67
2023-12-03,419,10,46
2023-12-04,910,75,115
2023-12-05,860,88,104
2023-12-06,815,61,137
2023-12-07,631,39,106
2023-12-08,402,18,30
2023-12-09,405,43,46
2023-12-10,310,28,58
2023-12-11,1171,108,163
2023-12-12,723,65,24
2023-12-13,1312,130,179
2023-12-14,1286,126,170
2023-12-15,1234,116,165
2023-12-16,1299,86,143
2023-12-17,500,66,64
2023-12-18,1408,208,222
2023-12-19,1348,241,265
2023-12-20,1098,267,202
2023-12-21,1054,225,257
2023-12-22,1059,245,238
2023-12-23,796,217,229
2023-12-24,297,80,114
2023-12-25,376,78,164
2023-12-26,1222,315,533
2023-12-27,982,154,406
